JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2446324.5,<14.0,,,Vis.,SHS,,,,,,,,V,,,,R AND,,STD,,,,
2446324.58,<13.8,,,Vis.,BVL,,,,,,,,V,,,,R AND,,STD,,,,
2446325.4,<13.0,,,Vis.,LEB,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446325.7,14.5,,,Vis.,KSP,,,,,,,,V,,,,R AND,,STD,,,,
2446326.5,14.7,,,Vis.,KPG,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446326.6,14.6,,,Vis.,BTY,,,,,,,,V,,,,R AND,,STD,,,,
2446326.7,<11.0,,,Vis.,LKD,,,,,,,,V,,,,R AND,,STD,,,,
2446329.7,<13.9,,,Vis.,MKJ,,,,,,,,V,,,,R AND,,STD,,,,
2446330.4,14.3,,,Vis.,VET,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446330.49,14.0,,,Vis.,BVL,,,,,,,,V,,,,R AND,,STD,,,,
2446330.5,13.7,,,Vis.,DUP,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446330.8,<13.5,,,Vis.,GDA,,,,,,,,V,,,,R AND,,STD,,,,
2446331.5,14.2,,,Vis.,GRL,,,,,,,,V,,,,R AND,NAS,STD,,,,
2446332.5,13.5,,,Vis.,DUP,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446332.6,14.2,,,Vis.,VET,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446333.9,<13.4,,,Vis.,AKT,,,,,,,,V,,,,R AND,,STD,,,,
2446333.9,<7.5,,,Vis.,WJT,,,,,,,,V,,,,R AND,,STD,,,,
2446340.4,<11.6,,,Vis.,MMI,,,,,,,,V,,,,R AND,,STD,,,,
2446341.4,13.9,,,Vis.,CMG,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446341.6,<11.6,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446342.3,<9.8,,,Vis.,GOT,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446342.3,13.8,,,Vis.,VET,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446343.3,14.0,,,Vis.,FJH,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446344.3,13.4,,,Vis.,TCE,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446344.65,13.7,,,Vis.,YRK,,,,,,,,V,,,,R AND,,STD,,,,
2446344.7,13.7,,,Vis.,YRK,,,,,,,,V,,,,R AND,,STD,,,,
2446345.32,<8.6,,,Vis.,SEZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446345.4,13.7,,,Vis.,VET,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446345.6,<11.6,,,Vis.,LKD,,,,,,,,V,,,,R AND,,STD,,,,
2446346.4,13.7,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446346.5,13.2,,,Vis.,PPS,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446348.4,13.2,,,Vis.,VET,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446349.38,<9.2,,,Vis.,SEZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446349.8,13.1,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446350.3,<12.4,,,Vis.,LEB,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446350.38,12.9,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446350.4,13.0,,,Vis.,DUP,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446350.4,13.3,,,Vis.,KPG,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446350.6,13.8,,,Vis.,CMG,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446350.6,<12.4,,,Vis.,GOT,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446350.6,12.9,,,Vis.,IML,,,,,,,,V,,,,R AND,,STD,,,,
2446351.4,13.2,,,Vis.,FJH,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446351.4,13.6,,,Vis.,GUN,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446351.8,13.1,,,Vis.,HAB,,,,,,,,V,,,,R AND,,STD,,,,
2446351.8,<11.8,,,Vis.,MEH,,,,,,,,V,,,,R AND,,STD,,,,
2446352.4,13.0,,,Vis.,MZS,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446352.4,13.2,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446352.4,12.9,,,Vis.,VED,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446352.6,12.8,,,Vis.,MOR,,,,,,,,V,,,,R AND,,STD,,,,
2446352.8,12.3,,,Vis.,PED,,,,,,,,V,,,,R AND,,STD,,,,
2446353.3,12.5,,,Vis.,DUP,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446353.4,12.9,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446353.4,12.8,,,Vis.,VET,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446354.8,13.4,,,Vis.,HK,,,,,,,,V,,,,R AND,,STD,,,,
2446355.4,12.1,,,Vis.,DUP,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446355.4,12.8,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446355.6,13.3,,,Vis.,BTY,,,,,,,,V,,,,R AND,,STD,,,,
2446355.6,13.1,,,Vis.,HAV,,,,,,,,V,,,,R AND,,STD,,,,
2446355.6,<11.6,,,Vis.,LKD,,,,,,,,V,,,,R AND,,STD,,,,
2446355.7,12.9,,,Vis.,LJL,,,,,,,,V,,,,R AND,,STD,,,,
2446356.7,<11.8,,,Vis.,HLT,,,,,,,,V,,,,R AND,,STD,,,,
2446357.55,13.0,,,Vis.,YRK,,,,,,,,V,,,,R AND,,STD,,,,
2446357.6,13.0,,,Vis.,YRK,,,,,,,,V,,,,R AND,,STD,,,,
2446358.33,<11.6,,,Vis.,BOA,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446358.5,12.9,,,Vis.,DUP,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446358.6,12.5,,,Vis.,CLX,,,,,,,,V,,,,R AND,,STD,,,,
2446358.7,<11.6,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446359.29,12.0,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446359.3,12.2,,,Vis.,LJO,,,,,,,,V,,,,R AND,,STD,,,,
2446359.4,12.8,,,Vis.,KPG,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446359.4,12.5,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446359.5,12.7,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446360.5,12.8,,,Vis.,CMG,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446360.5,12.1,,,Vis.,SET,,,,,,,,V,,,,R AND,,STD,,,,
2446361.4,12.7,,,Vis.,FJH,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446363.4,12.6,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446365.6,12.0,,,Vis.,MOR,,,,,,,,V,,,,R AND,,STD,,,,
2446370.5,12.0,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446370.65,12.0,,,Vis.,YRK,,,,,,,,V,,,,R AND,,STD,,,,
2446370.7,12.0,,,Vis.,YRK,,,,,,,,V,,,,R AND,,STD,,,,
2446371.5,12.5,,,Vis.,IML,,,,,,,,V,,,,R AND,,STD,,,,
2446372.4,11.7,,,Vis.,SVT,,,,,,,,V,,,,R AND,,STD,,,,
2446373.7,<11.6,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446374.5,11.9,,,Vis.,SPO,,,,,,,,V,,,,R AND,NAS,STD,,,,
2446375.4,11.8,,,Vis.,GUN,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446375.4,11.7,,,Vis.,VET,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446376.4,11.6,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446376.6,11.7,,,Vis.,HAV,,,,,,,,V,,,,R AND,,STD,,,,
2446377.4,11.6,,,Vis.,KPG,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446377.4,12.3,,,Vis.,LTB,,,,,,,,V,,,,R AND,,STD,,,,
2446377.6,11.5,,,Vis.,HAB,,,,,,,,V,,,,R AND,,STD,,,,
2446377.6,11.4,,,Vis.,PMI,,,,,,,,V,,,,R AND,,STD,,,,
2446377.6,11.7,,,Vis.,SHS,,,,,,,,V,,,,R AND,,STD,,,,
2446377.7,11.8,,,Vis.,LZT,,,,,,,,V,,,,R AND,,STD,,,,
2446378.28,12.2,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446378.6,11.8,,,Vis.,MJW,,,,,,,,V,,,,R AND,,STD,,,,
2446378.7,11.8,,,Vis.,MKJ,,,,,,,,V,,,,R AND,,STD,,,,
2446379.3,11.2,,,Vis.,TCE,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446380.3,11.4,,,Vis.,KAS,,,,,,,,V,,,,R AND,,STD,,,,
2446380.3,11.4,,,Vis.,VED,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446380.8,11.7,,,Vis.,CLX,,,,,,,,V,,,,R AND,,STD,,,,
2446381.3,12.2,,,Vis.,FJH,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446381.35,11.4,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446381.7,11.6,,,Vis.,KGT,,,,,,,,V,,,,R AND,,STD,,,,
2446383.28,11.2,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446384.2,11.1,,,Vis.,PFK,,,,,,,,V,,,,R AND,,STD,,,,
2446384.41,11.4,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446385.8,11.1,,,Vis.,AAP,,,,,,,,V,,,,R AND,,STD,,,,
2446386.3,11.1,,,Vis.,CGF,,,,,,,,V,,,,R AND,,STD,,,,
2446386.34,11.2,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446386.8,11.1,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446387.3,11.2,,,Vis.,BFK,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446387.3,11.1,,,Vis.,BVE,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446387.4,11.4,,,Vis.,MZS,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446387.4,11.1,,,Vis.,SVT,,,,,,,,V,,,,R AND,,STD,,,,
2446387.6,11.3,,,Vis.,HAB,,,,,,,,V,,,,R AND,,STD,,,,
2446388.3,11.1,,,Vis.,GUN,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446388.6,10.8,,,Vis.,HE,,,,,,,,V,,,,R AND,,STD,,,,
2446390.7,10.9,,,Vis.,LKD,,,,,,,,V,,,,R AND,,STD,,,,
2446390.8,11.1,,,Vis.,KRS,,NA,,NA,,,,Z,,,,R AND,AAVSO,STD,,,MQE,
2446391.6,10.7,,,Vis.,MDE,,,,,,,,V,,,,R AND,,STD,,,,
2446391.6,11.1,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446394.7,10.8,,,Vis.,MKJ,,,,,,,,V,,,,R AND,,STD,,,,
2446396.3,10.8,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446397.3,10.9,,,Vis.,FJH,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446398.4,10.7,,,Vis.,MZS,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446399.6,10.5,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446401.3,10.2,,,Vis.,BFK,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446401.3,9.7,,,Vis.,BIO,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446401.3,9.7,,,Vis.,GUN,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446401.3,10.0,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446402.3,10.1,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446402.4,10.1,,,Vis.,DUP,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446402.6,9.9,,,Vis.,HAB,,,,,,,,V,,,,R AND,,STD,,,,
2446402.6,9.8,,,Vis.,WYT,,,,,,,,V,,,,R AND,,STD,,,,
2446402.8,10.1,,,Vis.,LZT,,,,,,,,V,,,,R AND,,STD,,,,
2446402.8,10.3,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446403.5,9.5,,,Vis.,HE,,,,,,,,V,,,,R AND,,STD,,,,
2446403.5,9.6,,,Vis.,IML,,,,,,,,V,,,,R AND,,STD,,,,
2446403.55,9.6,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446403.6,9.2,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2446403.6,10.1,,,Vis.,PMI,,,,,,,,V,,,,R AND,,STD,,,,
2446403.6,9.6,,,Vis.,RJM,,,,,,,,V,,,,R AND,,STD,,,,
2446403.7,9.7,,,Vis.,HTY,,,,,,,,V,,,,R AND,,STD,,,,
2446404.3,10.6,,,Vis.,MZS,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446404.7,9.8,,,Vis.,MKJ,,,,,,,,V,,,,R AND,,STD,,,,
2446405.2,9.7,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446406.7,9.7,,,Vis.,RJI,,,,,,,,V,,,,R AND,,STD,,,,
2446408.2,9.6,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446408.6,9.3,,,Vis.,SVN,,,,,,,,V,,,,R AND,,STD,,,,
2446408.7,9.3,,,Vis.,KGT,,,,,,,,V,,,,R AND,,STD,,,,
2446408.7,9.4,,,Vis.,MBC,,,,,,,,V,,,,R AND,,STD,,,,
2446409.35,9.3,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446409.6,9.3,,,Vis.,HAV,,,,,,,,V,,,,R AND,,STD,,,,
2446410.34,9.2,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446410.5,9.3,,,Vis.,NWL,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446412.2,8.8,,,Vis.,DBF,,,,,,,,V,,,,R AND,,STD,,,,
2446412.3,9.0,,,Vis.,MMI,,,,,,,,V,,,,R AND,,STD,,,,
2446412.5,8.6,,,Vis.,WYT,,,,,,,,V,,,,R AND,,STD,,,,
2446412.7,8.5,,,Vis.,HAB,,,,,,,,V,,,,R AND,,STD,,,,
2446412.7,8.4,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446414.3,8.5,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446414.3,8.3,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446414.5,8.3,,,Vis.,LX,,,,,,,,V,,,,R AND,,STD,,,,
2446414.6,8.3,,,Vis.,HIM,,,,,,,,V,,,,R AND,,STD,,,,
2446414.6,8.7,,,Vis.,MKJ,,,,,,,,V,,,,R AND,,STD,,,,
2446414.6,8.3,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446415.2,8.0,,,Vis.,GUN,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446415.28,8.2,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446415.3,8.1,,,Vis.,VED,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446415.5,7.4,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446415.6,8.1,,,Vis.,GOP,,,,,,,,V,,,,R AND,,STD,,,,
2446415.7,8.2,,,Vis.,LZT,,,,,,,,V,,,,R AND,,STD,,,,
2446417.2,8.1,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446417.38,7.3,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446417.6,8.0,,,Vis.,WCL,,,,,,,,V,,,,R AND,,STD,,,,
2446418.2,7.6,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446418.5,7.6,,,Vis.,CMJ,,,,,,,,V,,,,R AND,,STD,,,,
2446418.5,7.4,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2446418.6,7.4,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446419.4,7.4,,,Vis.,BVE,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446420.36,7.1,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446421.3,6.5,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446421.4,6.9,,,Vis.,KIS,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446421.6,7.6,,,Vis.,SVN,,,,,,,,V,,,,R AND,,STD,,,,
2446422.2,7.3,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446422.27,7.3,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446422.3,7.2,,,Vis.,FRF,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446422.3,7.1,,,Vis.,MMI,,,,,,,,V,,,,R AND,,STD,,,,
2446423.2,6.7,,,Vis.,VED,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446423.3,6.9,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446424.4,6.4,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446424.7,6.8,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446425.45,6.5,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446426.2,6.8,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446426.3,6.6,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446426.5,6.7,,,Vis.,LX,,,,,,,,V,,,,R AND,,STD,,,,
2446427.29,6.1,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446427.3,6.5,,,Vis.,BVE,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446427.3,6.3,,,Vis.,KPG,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446427.6,6.5,,,Vis.,WCL,,,,,,,,V,,,,R AND,,STD,,,,
2446428.5,6.6,,,Vis.,HE,,,,,,,,V,,,,R AND,,STD,,,,
2446428.5,6.5,,,Vis.,HIM,,,,,,,,V,,,,R AND,,STD,,,,
2446428.6,6.7,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446429.2,6.4,,,Vis.,GRL,,,,,,,,V,,,,R AND,NAS,STD,,,,
2446429.3,6.1,,,Vis.,GUN,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446429.3,6.4,,,Vis.,VED,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446429.4,6.4,,,Vis.,BFK,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446429.5,6.4,,,Vis.,WYT,,,,,,,,V,,,,R AND,,STD,,,,
2446429.6,6.5,,,Vis.,WMI,,,,,,,,V,,,,R AND,,STD,,,,
2446429.61,6.0,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446430.5,6.6,,,Vis.,DBF,,,,,,,,V,,,,R AND,,STD,,,,
2446430.5,6.3,,,Vis.,HAV,,,,,,,,V,,,,R AND,,STD,,,,
2446430.5,6.5,,,Vis.,HE,,,,,,,,V,,,,R AND,,STD,,,,
2446430.5,6.1,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2446431.2,6.8,,,Vis.,MMI,,,,,,,,V,,,,R AND,,STD,,,,
2446431.3,6.4,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446431.6,6.4,,,Vis.,HAB,,,,,,,,V,,,,R AND,,STD,,,,
2446432.4,6.7,,,Vis.,FRF,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446432.6,6.4,,,Vis.,HE,,,,,,,,V,,,,R AND,,STD,,,,
2446432.6,6.4,,,Vis.,HRI,,,,,,,,V,,,,R AND,,STD,,,,
2446432.6,6.5,,,Vis.,MBC,,,,,,,,V,,,,R AND,,STD,,,,
2446432.6,6.5,,,Vis.,MEH,,,,,,,,V,,,,R AND,,STD,,,,
2446432.6,6.1,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446433.3,6.4,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446433.3,6.4,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446433.3,6.2,,,Vis.,VED,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446433.5,6.2,,,Vis.,LX,,,,,,,,V,,,,R AND,,STD,,,,
2446433.5,6.1,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446434.28,6.6,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446434.4,6.3,,,Vis.,BVE,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446434.4,6.7,,,Vis.,MZS,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446434.5,6.4,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446434.7,6.7,,,Vis.,RJI,,,,,,,,V,,,,R AND,,STD,,,,
2446434.7,6.5,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446435.33,5.9,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446435.4,6.1,,,Vis.,PEG,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446435.5,5.7,,,Vis.,HIM,,,,,,,,V,,,,R AND,,STD,,,,
2446435.57,5.7,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446435.6,6.6,,,Vis.,SVN,,,,,,,,V,,,,R AND,,STD,,,,
2446436.3,6.6,,,Vis.,KVI,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446436.4,6.2,,,Vis.,SGT,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446436.48,5.7,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446436.5,5.8,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446436.6,6.4,,,Vis.,LKD,,,,,,,,V,,,,R AND,,STD,,,,
2446437.3,6.3,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446437.5,5.9,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446438.38,6.0,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446438.5,6.1,,,Vis.,HAV,,,,,,,,V,,,,R AND,,STD,,,,
2446438.5,6.1,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2446438.5,5.8,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446439.2,6.3,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446439.3,6.3,,,Vis.,FRF,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446439.5,5.7,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446439.6,6.3,,,Vis.,HTY,,,,,,,,V,,,,R AND,,STD,,,,
2446439.6,6.2,,,Vis.,MJW,,,,,,,,V,,,,R AND,,STD,,,,
2446440.2,6.3,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446440.34,6.4,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446440.5,5.9,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446441.3,6.5,,,Vis.,KVI,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446441.31,6.1,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446441.4,6.4,,,Vis.,FRF,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446441.4,5.9,,,Vis.,MZS,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446441.6,6.1,,,Vis.,HE,,,,,,,,V,,,,R AND,,STD,,,,
2446441.6,5.9,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446441.7,6.4,,,Vis.,MEH,,,,,,,,V,,,,R AND,,STD,,,,
2446442.3,6.1,,,Vis.,SCZ,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446442.3,6.2,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446442.3,6.2,,,Vis.,VED,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446442.32,6.3,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446442.5,6.0,,,Vis.,LX,,,,,,,,V,,,,R AND,,STD,,,,
2446442.6,6.4,,,Vis.,MYR,,,,,,,,V,,,,R AND,,STD,,,,
2446442.6,6.1,,,Vis.,SWT,,,,,,,,V,,,,R AND,,STD,,,,
2446442.6,6.0,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446442.7,6.0,,,Vis.,WCL,,,,,,,,V,,,,R AND,,STD,,,,
2446443.3,5.7,,,Vis.,DUP,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446443.4,6.2,,,Vis.,GUN,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446443.5,6.0,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446443.6,6.0,,,Vis.,HMR,,,,,,,,V,,,,R AND,,STD,,,,
2446443.6,6.1,,,Vis.,HAB,,,,,,,,V,,,,R AND,,STD,,,,
2446444.5,6.3,,,Vis.,MOW,,,,,,,,V,,,,R AND,,STD,,,,
2446444.5,6.0,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446444.53,5.7,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446444.6,6.5,,,Vis.,SVN,,,,,,,,V,,,,R AND,,STD,,,,
2446445.31,6.0,,,Vis.,MED,,,,,,,,V,,,,R AND,,STD,,,,
2446445.5,6.2,,,Vis.,WYT,,,,,,,,V,,,,R AND,,STD,,,,
2446445.6,6.4,,,Vis.,WC,,,,,,,,V,,,,R AND,,STD,,,,
2446446.3,6.2,,,Vis.,BFK,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446446.3,5.9,,,Vis.,BVE,,,,,,,,V,,,,R AND,KNVWS,STD,,,,
2446446.33,6.1,,,Vis.,GDP,,,,,,,,V,,,,R AND,,STD,,,,
2446446.5,6.0,,,Vis.,WEF,,,,,,,,V,,,,R AND,,STD,,,,
2446446.56,6.0,,,Vis.,FDV,,,,,,,,V,,,,R AND,,STD,,,,
2446446.6,6.5,,,Vis.,SMQ,,,,,,,,V,,,,R AND,,STD,,,,
2446447.2,6.1,,,Vis.,FRF,,,,,,,,V,,,,R AND,MCSE,STD,,,,
2446447.2,6.1,,,Vis.,PMR,,,,,,,,V,,,,R AND,,STD,,,,
2446447.2,6.3,,,Vis.,THU,,,,,,,,V,,,,R AND,AFOEV,STD,,,,
2446447.3,6.5,,,Vis.,MMI,,,,,,,,V,,,,R AND,,STD,,,,
